cellosaurus_id,cell_line_name,pubchem_id,drug_name,AUC,tissue
CVCL_5069,SNU-489,24785538,BMS-754807,0.39403125,Brain
CVCL_5069,SNU-489,44632017,YK-4-279,0.40484375,Brain
CVCL_5069,SNU-489,46224516,UNC0638,0.3970625,Brain
CVCL_5069,SNU-489,5284616,Rapamycin,0.39153125,Brain
CVCL_5069,SNU-489,60750,Gemcitabine,0.35434375,Brain
CVCL_5069,SNU-489,637858,Piperlongumine,0.456875,Brain
CVCL_5069,SNU-489,6505803,Tanespimycin,0.40015625,Brain
CVCL_5098,SNU-81,5284616,Rapamycin,0.4081875,Colon
CVCL_A351,HCC1588,10385095,Telomerase Inhibitor IX,0.38575,Lung
CVCL_A351,HCC1588,24785538,BMS-754807,0.22660625,Lung
CVCL_A351,HCC1588,44632017,YK-4-279,0.37215625,Lung
CVCL_A351,HCC1588,46224516,UNC0638,0.41734375,Lung
CVCL_A351,HCC1588,60750,Gemcitabine,0.238165625,Lung
CVCL_A351,HCC1588,637858,Piperlongumine,0.38346875,Lung
CVCL_A351,HCC1588,6505803,Tanespimycin,0.2637875,Lung
CVCL_A352,HCC2108,10385095,Telomerase Inhibitor IX,0.37790625,Lung
CVCL_A352,HCC2108,24785538,BMS-754807,0.3445625,Lung
CVCL_A352,HCC2108,44632017,YK-4-279,0.402875,Lung
CVCL_A352,HCC2108,46224516,UNC0638,0.46328125,Lung
CVCL_A352,HCC2108,5284616,Rapamycin,0.36253125,Lung
CVCL_A352,HCC2108,60750,Gemcitabine,0.39134375,Lung
CVCL_A352,HCC2108,637858,Piperlongumine,0.39509375,Lung
CVCL_A352,HCC2108,6505803,Tanespimycin,0.31884375,Lung
CVCL_L083,YD-38,10385095,Telomerase Inhibitor IX,0.37771875,Head And Neck
CVCL_L083,YD-38,24785538,BMS-754807,0.4094375,Head And Neck
CVCL_L083,YD-38,44632017,YK-4-279,0.35840625,Head And Neck
CVCL_L083,YD-38,46224516,UNC0638,0.43371875,Head And Neck
CVCL_L083,YD-38,5284616,Rapamycin,0.402875,Head And Neck
CVCL_L083,YD-38,637858,Piperlongumine,0.4015625,Head And Neck
CVCL_L083,YD-38,6505803,Tanespimycin,0.287784375,Head And Neck
CVCL_3172,SUIT-2,10385095,Telomerase Inhibitor IX,0.502640625,Pancreas
CVCL_3172,SUIT-2,10385095,Telomerase Inhibitor IX,0.502640625,Pancreas
CVCL_3172,SUIT-2,24785538,BMS-754807,0.387,Pancreas
CVCL_3172,SUIT-2,24785538,BMS-754807,0.387,Pancreas
CVCL_3172,SUIT-2,44632017,YK-4-279,0.44425,Pancreas
CVCL_3172,SUIT-2,44632017,YK-4-279,0.44425,Pancreas
CVCL_3172,SUIT-2,46224516,UNC0638,0.434625,Pancreas
CVCL_3172,SUIT-2,46224516,UNC0638,0.434625,Pancreas
CVCL_3172,SUIT-2,5284616,Rapamycin,0.423109375,Pancreas
CVCL_3172,SUIT-2,5284616,Rapamycin,0.423109375,Pancreas
CVCL_3172,SUIT-2,60750,Gemcitabine,0.3180546875,Pancreas
CVCL_3172,SUIT-2,60750,Gemcitabine,0.3180546875,Pancreas
CVCL_3172,SUIT-2,637858,Piperlongumine,0.441921875,Pancreas
CVCL_3172,SUIT-2,637858,Piperlongumine,0.441921875,Pancreas
CVCL_3172,SUIT-2,6505803,Tanespimycin,0.433765625,Pancreas
CVCL_3172,SUIT-2,6505803,Tanespimycin,0.433765625,Pancreas
CVCL_1045,22Rv1,637858,Piperlongumine,0.40515625,Prostate
CVCL_1045,22Rv1,6505803,Tanespimycin,0.3405625,Prostate
CVCL_1245,HCC1143,36314,Paclitaxel,0.259353125,Breast
CVCL_1767,TE-9,9926054,BMS-345541,0.38865625,Esophagus
CVCL_3116,OVISE,637858,Piperlongumine,0.40346875,Ovary
CVCL_3116,OVISE,6505803,Tanespimycin,0.43784375,Ovary
CVCL_1525,NCI-H209,36314,Paclitaxel,0.25153125,Lung
CVCL_0620,MDA-MB-361,637858,Piperlongumine,0.39540625,Breast
CVCL_0620,MDA-MB-361,6505803,Tanespimycin,0.060046875,Breast
CVCL_1245,HCC1143,11228183,ABT-737,0.3965,Breast
CVCL_3116,OVISE,11228183,ABT-737,0.360875,Ovary
CVCL_5098,SNU-81,16720766,Pevonedistat,0.319875,Colon
CVCL_0012,LP-1,11228183,ABT-737,0.4315625,Blood
CVCL_0012,LP-1,16720766,Pevonedistat,0.3595625,Blood
CVCL_0029,EFO-21,11228183,ABT-737,0.45571875,Ovary
CVCL_0067,Namalwa,11228183,ABT-737,0.45178125,Lymph
CVCL_0080,A-673,11228183,ABT-737,0.390375,Bone
CVCL_0099,SNU-1,11228183,ABT-737,0.342125,Stomach
CVCL_0134,A2780,11228183,ABT-737,0.3750625,Ovary
CVCL_0134,A2780,16720766,Pevonedistat,0.329625,Ovary
CVCL_0178,BT-20,11228183,ABT-737,0.4285625,Breast
CVCL_0178,BT-20,16720766,Pevonedistat,0.41471875,Breast
CVCL_0379,Ku812,11228183,ABT-737,0.372125,Blood
CVCL_0379,Ku812,16720766,Pevonedistat,0.289078125,Blood
CVCL_0428,MIA PaCa-2,11228183,ABT-737,0.46053125,Pancreas
CVCL_0428,MIA PaCa-2,16720766,Pevonedistat,0.35921875,Pancreas
CVCL_0533,SK-UT-1,11228183,ABT-737,0.45975,Soft Tissue
CVCL_0533,SK-UT-1,16720766,Pevonedistat,0.3675625,Soft Tissue
CVCL_0547,SW620,11228183,ABT-737,0.413375,Colon
CVCL_0547,SW620,16720766,Pevonedistat,0.3400625,Colon
CVCL_0599,SK-MEL-24,11228183,ABT-737,0.434625,Skin
CVCL_0599,SK-MEL-24,16720766,Pevonedistat,0.424,Skin
CVCL_0600,SK-MEL-31,11228183,ABT-737,0.31525,Skin
CVCL_0600,SK-MEL-31,16720766,Pevonedistat,0.4651875,Skin
CVCL_0620,MDA-MB-361,11228183,ABT-737,0.42165625,Breast
CVCL_0620,MDA-MB-361,16720766,Pevonedistat,0.267871875,Breast
CVCL_0629,SK-LU-1,11228183,ABT-737,0.43953125,Lung
CVCL_0629,SK-LU-1,16720766,Pevonedistat,0.37946875,Lung
CVCL_1045,22Rv1,11228183,ABT-737,0.40515625,Prostate
CVCL_1045,22Rv1,16720766,Pevonedistat,0.322375,Prostate
CVCL_1082,BEN,11228183,ABT-737,0.45071875,Lung
CVCL_1082,BEN,16720766,Pevonedistat,0.46440625,Lung
CVCL_1085,BHT-101,11228183,ABT-737,0.4535,Thyroid
CVCL_1085,BHT-101,16720766,Pevonedistat,0.3564375,Thyroid
CVCL_1105,CAL-12T,11228183,ABT-737,0.45265625,Lung
CVCL_1105,CAL-12T,16720766,Pevonedistat,0.4015625,Lung
CVCL_1133,COLO 741,11228183,ABT-737,0.3311875,Skin
CVCL_1133,COLO 741,16720766,Pevonedistat,0.290721875,Skin
CVCL_1167,Daoy,11228183,ABT-737,0.4493125,Brain
CVCL_1167,Daoy,16720766,Pevonedistat,0.282403125,Brain
CVCL_1183,DU4475,11228183,ABT-737,0.3286875,Breast
CVCL_1187,EC-GI-10,11228183,ABT-737,0.42246875,Esophagus
CVCL_1231,GI-1,11228183,ABT-737,0.4419375,Brain
CVCL_1231,GI-1,16720766,Pevonedistat,0.39728125,Brain
CVCL_1245,HCC1143,16720766,Pevonedistat,0.38628125,Breast
CVCL_1254,HCC1500,11228183,ABT-737,0.16915,Breast
CVCL_1254,HCC1500,16720766,Pevonedistat,0.39440625,Breast
CVCL_1287,HSC-2,11228183,ABT-737,0.3953125,Head And Neck
CVCL_1287,HSC-2,16720766,Pevonedistat,0.3469375,Head And Neck
CVCL_1324,Karpas-299,11228183,ABT-737,0.43578125,Lymph
CVCL_1324,Karpas-299,16720766,Pevonedistat,0.336,Lymph
CVCL_1327,KE-37,11228183,ABT-737,0.25294375,Blood
CVCL_1327,KE-37,16720766,Pevonedistat,0.28093125,Blood
CVCL_1335,KNS-62,11228183,ABT-737,0.4476875,Lung
CVCL_1335,KNS-62,16720766,Pevonedistat,0.37228125,Lung
CVCL_1344,KU-19-19,11228183,ABT-737,0.491625,Bladder
CVCL_1344,KU-19-19,16720766,Pevonedistat,0.3756875,Bladder
CVCL_1345,Kuramochi,11228183,ABT-737,0.417125,Ovary
CVCL_1345,Kuramochi,16720766,Pevonedistat,0.44778125,Ovary
CVCL_1352,KYSE-410,11228183,ABT-737,0.39225,Esophagus
CVCL_1352,KYSE-410,16720766,Pevonedistat,0.36721875,Esophagus
CVCL_1379,LNCaP clone FGC,11228183,ABT-737,0.435625,Prostate
CVCL_1385,LS411N,11228183,ABT-737,0.45690625,Colon
CVCL_1385,LS411N,16720766,Pevonedistat,0.3945,Colon
CVCL_1402,Mel Ho,11228183,ABT-737,0.44709375,Skin
CVCL_1402,Mel Ho,16720766,Pevonedistat,0.338,Skin
CVCL_1411,MHH-ES-1,11228183,ABT-737,0.4270625,Bone
CVCL_1411,MHH-ES-1,16720766,Pevonedistat,0.256553125,Bone
CVCL_1415,MKN1,11228183,ABT-737,0.442875,Stomach
CVCL_1415,MKN1,16720766,Pevonedistat,0.47725,Stomach
CVCL_1454,NCI-H1092,11228183,ABT-737,0.35196875,Lung
CVCL_1454,NCI-H1092,16720766,Pevonedistat,0.56515625,Lung
CVCL_1455,NCI-H1105,11228183,ABT-737,0.21599375,Lung
CVCL_1455,NCI-H1105,16720766,Pevonedistat,0.3745,Lung
CVCL_1456,NCI-H1155,11228183,ABT-737,0.27691875,Lung
CVCL_1456,NCI-H1155,16720766,Pevonedistat,0.245365625,Lung
CVCL_1464,NCI-H1355,11228183,ABT-737,0.39603125,Lung
CVCL_1464,NCI-H1355,16720766,Pevonedistat,0.35459375,Lung
CVCL_1479,NCI-H1581,11228183,ABT-737,0.43403125,Lung
CVCL_1479,NCI-H1581,16720766,Pevonedistat,0.300159375,Lung
CVCL_1515,NCI-H2023,11228183,ABT-737,0.452375,Lung
CVCL_1515,NCI-H2023,16720766,Pevonedistat,0.3425,Lung
CVCL_1529,NCI-H211,11228183,ABT-737,0.253840625,Lung
CVCL_1529,NCI-H211,16720766,Pevonedistat,0.39825,Lung
CVCL_1536,NCI-H2171,11228183,ABT-737,0.306346875,Lung
CVCL_1539,NCI-H2196,11228183,ABT-737,0.2864125,Lung
CVCL_1539,NCI-H2196,16720766,Pevonedistat,,Lung
CVCL_1545,NCI-H2286,11228183,ABT-737,0.40290625,Lung
CVCL_1545,NCI-H2286,16720766,Pevonedistat,0.3264375,Lung
CVCL_1559,NCI-H358,11228183,ABT-737,0.36440625,Lung
CVCL_1559,NCI-H358,16720766,Pevonedistat,0.39628125,Lung
CVCL_1569,NCI-H526,11228183,ABT-737,0.35190625,Lung
CVCL_1569,NCI-H526,16720766,Pevonedistat,0.214915625,Lung
CVCL_1619,OCI-AML-2,16720766,Pevonedistat,0.198175,Blood
CVCL_1624,ONS-76,11228183,ABT-737,0.4138125,Brain
CVCL_1624,ONS-76,16720766,Pevonedistat,0.350875,Brain
CVCL_1626,OS-RC-2,11228183,ABT-737,0.4419375,Kidney
CVCL_1626,OS-RC-2,16720766,Pevonedistat,0.3264375,Kidney
CVCL_1633,Panc 02.03,11228183,ABT-737,0.45190625,Pancreas
CVCL_1633,Panc 02.03,16720766,Pevonedistat,0.4481875,Pancreas
CVCL_1649,RD,11228183,ABT-737,0.410125,Muscle
CVCL_1649,RD,16720766,Pevonedistat,0.380875,Muscle
CVCL_1651,RERF-LC-Ad1,16720766,Pevonedistat,0.5045625,Lung
CVCL_1679,SBC-5,11228183,ABT-737,0.4633125,Lung
CVCL_1679,SBC-5,16720766,Pevonedistat,0.306375,Lung
CVCL_1682,SCC-25,11228183,ABT-737,0.3764375,Head And Neck
CVCL_1682,SCC-25,16720766,Pevonedistat,0.3129375,Head And Neck
CVCL_1690,SF295,11228183,ABT-737,0.47528125,Brain
CVCL_1690,SF295,16720766,Pevonedistat,0.36015625,Brain
CVCL_1700,SK-N-AS,11228183,ABT-737,0.45775,Nervous System
CVCL_1700,SK-N-AS,16720766,Pevonedistat,0.4029375,Nervous System
CVCL_1754,TE 441.T,11228183,ABT-737,0.291753125,Muscle
CVCL_1754,TE 441.T,16720766,Pevonedistat,0.3814375,Muscle
CVCL_1760,TE-10,16720766,Pevonedistat,0.35571875,Esophagus
CVCL_1767,TE-9,11228183,ABT-737,0.45840625,Esophagus
CVCL_1767,TE-9,16720766,Pevonedistat,0.311003125,Esophagus
CVCL_1774,TT,11228183,ABT-737,0.41421875,Esophagus
CVCL_1774,TT,16720766,Pevonedistat,0.278453125,Esophagus
CVCL_1783,UM-UC-3,11228183,ABT-737,0.37578125,Bladder
CVCL_1783,UM-UC-3,16720766,Pevonedistat,0.24031875,Bladder
CVCL_1798,42-MG-BA,11228183,ABT-737,0.468125,Brain
CVCL_1798,42-MG-BA,16720766,Pevonedistat,0.34671875,Brain
CVCL_1818,Granta-519,11228183,ABT-737,0.224265625,Lymph
CVCL_1847,PaTu 8988t,16720766,Pevonedistat,0.3715,Pancreas
CVCL_2063,HCC827,11228183,ABT-737,0.4254375,Lung
CVCL_2063,HCC827,16720766,Pevonedistat,0.44134375,Lung
CVCL_2094,KPL-1,11228183,ABT-737,0.5020625,Breast
CVCL_2094,KPL-1,16720766,Pevonedistat,0.42365625,Breast
CVCL_2209,SUP-M2,11228183,ABT-737,0.36334375,Lymph
CVCL_2891,EBC-1,11228183,ABT-737,0.4301875,Lung
CVCL_2891,EBC-1,16720766,Pevonedistat,0.298175,Lung
CVCL_3004,KP-2,11228183,ABT-737,0.42375,Pancreas
CVCL_3004,KP-2,16720766,Pevonedistat,0.44603125,Pancreas
CVCL_3116,OVISE,16720766,Pevonedistat,0.44725,Ovary
CVCL_3117,OVTOKO,11228183,ABT-737,0.45165625,Ovary
CVCL_3117,OVTOKO,16720766,Pevonedistat,0.40125,Ovary
CVCL_4381,HuH-6,11228183,ABT-737,0.3804375,Liver
CVCL_4381,HuH-6,16720766,Pevonedistat,0.42859375,Liver
CVCL_5031,SNU-175,11228183,ABT-737,0.234490625,Colon
CVCL_5031,SNU-175,16720766,Pevonedistat,0.36134375,Colon
CVCL_5069,SNU-489,11228183,ABT-737,0.46390625,Brain
CVCL_5069,SNU-489,16720766,Pevonedistat,0.4611875,Brain
CVCL_5098,SNU-81,11228183,ABT-737,0.27670625,Colon
CVCL_A351,HCC1588,11228183,ABT-737,0.40553125,Lung
CVCL_A351,HCC1588,16720766,Pevonedistat,0.39796875,Lung
CVCL_A352,HCC2108,11228183,ABT-737,0.446125,Lung
CVCL_A352,HCC2108,16720766,Pevonedistat,0.41775,Lung
CVCL_L083,YD-38,11228183,ABT-737,0.4626875,Head And Neck
CVCL_L083,YD-38,16720766,Pevonedistat,0.3035,Head And Neck
CVCL_3172,SUIT-2,11228183,ABT-737,0.4581874999999999,Pancreas
CVCL_3172,SUIT-2,11228183,ABT-737,0.4581874999999999,Pancreas
CVCL_3172,SUIT-2,16720766,Pevonedistat,0.387296875,Pancreas
CVCL_3172,SUIT-2,16720766,Pevonedistat,0.387296875,Pancreas
CVCL_0099,SNU-1,123631,Gefitinib,0.38840625,Stomach
CVCL_0099,SNU-1,24821094,Ibrutinib,0.42528125,Stomach
CVCL_0099,SNU-1,36314,Paclitaxel,0.26813125,Stomach
CVCL_0099,SNU-1,6450551,Axitinib,0.36596875,Stomach
CVCL_1245,HCC1143,24821094,Ibrutinib,0.385125,Breast
CVCL_3116,OVISE,135398516,OSI-027,0.38403125,Ovary
CVCL_3116,OVISE,176870,Erlotinib,0.40259375,Ovary
CVCL_3116,OVISE,24771867,Alisertib,0.3850625,Ovary
CVCL_3116,OVISE,135398738,Dacarbazine,0.46396875,Ovary
CVCL_3116,OVISE,3062316,Dasatinib,0.297084375,Ovary
CVCL_5098,SNU-81,9926054,BMS-345541,0.3446875,Colon
CVCL_0012,LP-1,11152667,AZD7762,0.273325,Blood
CVCL_0012,LP-1,123631,Gefitinib,0.3735,Blood
CVCL_0012,LP-1,135398516,OSI-027,0.3155,Blood
CVCL_0012,LP-1,156422,Doramapimod,0.379625,Blood
CVCL_0012,LP-1,176870,Erlotinib,0.532875,Blood
CVCL_0012,LP-1,216239,Sorafenib,0.35128125,Blood
CVCL_0012,LP-1,24771867,Alisertib,0.4060625,Blood
CVCL_0012,LP-1,24821094,Ibrutinib,0.39084375,Blood
CVCL_0012,LP-1,135398738,Dacarbazine,0.44228125,Blood
CVCL_0012,LP-1,3062316,Dasatinib,0.36325,Blood
CVCL_0012,LP-1,36314,Paclitaxel,0.087825,Blood
CVCL_0012,LP-1,44137675,AZD6482,0.373,Blood
CVCL_0012,LP-1,6450551,Axitinib,0.35671875,Blood
CVCL_0012,LP-1,9926054,BMS-345541,0.35146875,Blood
CVCL_0012,LP-1,9933475,Cediranib,0.3740625,Blood
CVCL_0029,EFO-21,11152667,AZD7762,0.291615625,Ovary
CVCL_0029,EFO-21,123631,Gefitinib,0.46265625,Ovary
CVCL_0029,EFO-21,135398516,OSI-027,0.38771875,Ovary
CVCL_0029,EFO-21,176870,Erlotinib,0.4638125,Ovary
CVCL_0029,EFO-21,216239,Sorafenib,0.4050625,Ovary
CVCL_0029,EFO-21,24771867,Alisertib,0.38346875,Ovary
CVCL_0029,EFO-21,24821094,Ibrutinib,0.45971875,Ovary
CVCL_0029,EFO-21,135398738,Dacarbazine,0.43009375,Ovary
CVCL_0029,EFO-21,3062316,Dasatinib,0.294709375,Ovary
CVCL_0029,EFO-21,36314,Paclitaxel,0.31734375,Ovary
CVCL_0029,EFO-21,44137675,AZD6482,0.4368125,Ovary
CVCL_0029,EFO-21,6450551,Axitinib,0.43271875,Ovary
CVCL_0029,EFO-21,9926054,BMS-345541,0.37959375,Ovary
CVCL_0029,EFO-21,9933475,Cediranib,0.41646875,Ovary
CVCL_0067,Namalwa,11152667,AZD7762,0.195446875,Lymph
CVCL_0067,Namalwa,123631,Gefitinib,0.4085625,Lymph
CVCL_0067,Namalwa,135398516,OSI-027,0.3550625,Lymph
CVCL_0067,Namalwa,156422,Doramapimod,0.45209375,Lymph
CVCL_0067,Namalwa,176870,Erlotinib,0.435625,Lymph
CVCL_0067,Namalwa,216239,Sorafenib,0.3579375,Lymph
CVCL_0067,Namalwa,24771867,Alisertib,0.271896875,Lymph
CVCL_0067,Namalwa,24821094,Ibrutinib,0.4041875,Lymph
CVCL_0067,Namalwa,135398738,Dacarbazine,0.338875,Lymph
CVCL_0067,Namalwa,3062316,Dasatinib,0.305553125,Lymph
CVCL_0067,Namalwa,36314,Paclitaxel,0.026190625,Lymph
CVCL_0067,Namalwa,44137675,AZD6482,0.34865625,Lymph
CVCL_0067,Namalwa,6450551,Axitinib,0.3670625,Lymph
CVCL_0067,Namalwa,9926054,BMS-345541,0.35584375,Lymph
CVCL_0067,Namalwa,9933475,Cediranib,0.36084375,Lymph
CVCL_0080,A-673,11152667,AZD7762,0.17088125,Bone
CVCL_0080,A-673,123631,Gefitinib,0.38040625,Bone
CVCL_0080,A-673,135398516,OSI-027,0.3569375,Bone
CVCL_0080,A-673,156422,Doramapimod,0.42171875,Bone
CVCL_0080,A-673,176870,Erlotinib,0.442625,Bone
CVCL_0080,A-673,216239,Sorafenib,0.37159375,Bone
CVCL_0080,A-673,24771867,Alisertib,0.317125,Bone
CVCL_0080,A-673,135398738,Dacarbazine,0.45809375,Bone
CVCL_0080,A-673,3062316,Dasatinib,0.37428125,Bone
CVCL_0080,A-673,36314,Paclitaxel,0.0257,Bone
CVCL_0080,A-673,44137675,AZD6482,0.41303125,Bone
CVCL_0080,A-673,6450551,Axitinib,0.35896875,Bone
CVCL_0080,A-673,9926054,BMS-345541,0.359,Bone
CVCL_0080,A-673,9933475,Cediranib,0.35375,Bone
CVCL_0099,SNU-1,11152667,AZD7762,0.25474375,Stomach
CVCL_0099,SNU-1,135398516,OSI-027,0.33090625,Stomach
CVCL_0099,SNU-1,156422,Doramapimod,0.39534375,Stomach
CVCL_0099,SNU-1,176870,Erlotinib,0.4153125,Stomach
CVCL_0099,SNU-1,216239,Sorafenib,0.34584375,Stomach
CVCL_0099,SNU-1,24771867,Alisertib,0.42865625,Stomach
CVCL_0099,SNU-1,135398738,Dacarbazine,0.43528125,Stomach
CVCL_0099,SNU-1,3062316,Dasatinib,0.36909375,Stomach
CVCL_0099,SNU-1,44137675,AZD6482,0.37121875,Stomach
CVCL_0099,SNU-1,9926054,BMS-345541,0.3651875,Stomach
CVCL_0099,SNU-1,9933475,Cediranib,0.3583125,Stomach
CVCL_0107,BCP-1,11152667,AZD7762,0.248146875,Lymph
CVCL_0107,BCP-1,156422,Doramapimod,0.3128125,Lymph
CVCL_0107,BCP-1,9926054,BMS-345541,0.35246875,Lymph
CVCL_0107,BCP-1,9933475,Cediranib,0.37234375,Lymph
CVCL_0134,A2780,11152667,AZD7762,0.253971875,Ovary
CVCL_0134,A2780,123631,Gefitinib,0.38090625,Ovary
CVCL_0134,A2780,135398516,OSI-027,0.269246875,Ovary
CVCL_0134,A2780,156422,Doramapimod,0.43859375,Ovary
CVCL_0134,A2780,176870,Erlotinib,0.4099375,Ovary
CVCL_0134,A2780,216239,Sorafenib,0.35009375,Ovary
CVCL_0134,A2780,24771867,Alisertib,0.211515625,Ovary
CVCL_0134,A2780,24821094,Ibrutinib,0.36096875,Ovary
CVCL_0134,A2780,135398738,Dacarbazine,0.45975,Ovary
CVCL_0134,A2780,3062316,Dasatinib,0.3253125,Ovary
CVCL_0134,A2780,36314,Paclitaxel,0.108825,Ovary
CVCL_0134,A2780,44137675,AZD6482,0.32828125,Ovary
CVCL_0134,A2780,6450551,Axitinib,0.3119875,Ovary
CVCL_0134,A2780,9926054,BMS-345541,0.35946875,Ovary
CVCL_0178,BT-20,11152667,AZD7762,0.295709375,Breast
CVCL_0178,BT-20,123631,Gefitinib,0.43040625,Breast
CVCL_0178,BT-20,135398516,OSI-027,0.39315625,Breast
CVCL_0178,BT-20,156422,Doramapimod,0.4679375,Breast
CVCL_0178,BT-20,176870,Erlotinib,0.439,Breast
CVCL_0178,BT-20,216239,Sorafenib,0.405375,Breast
CVCL_0178,BT-20,24771867,Alisertib,0.3816875,Breast
CVCL_0178,BT-20,24821094,Ibrutinib,0.44278125,Breast
CVCL_0178,BT-20,135398738,Dacarbazine,0.46828125,Breast
CVCL_0178,BT-20,3062316,Dasatinib,0.325125,Breast
CVCL_0178,BT-20,36314,Paclitaxel,0.188146875,Breast
CVCL_0178,BT-20,44137675,AZD6482,0.35715625,Breast
CVCL_0178,BT-20,6450551,Axitinib,0.39325,Breast
CVCL_0178,BT-20,9926054,BMS-345541,0.38815625,Breast
CVCL_0178,BT-20,9933475,Cediranib,0.4085,Breast
CVCL_0379,Ku812,11152667,AZD7762,0.190471875,Blood
CVCL_0379,Ku812,123631,Gefitinib,0.3729375,Blood
CVCL_0379,Ku812,135398516,OSI-027,0.33334375,Blood
CVCL_0379,Ku812,156422,Doramapimod,0.42940625,Blood
CVCL_0379,Ku812,176870,Erlotinib,0.36340625,Blood
CVCL_0379,Ku812,216239,Sorafenib,0.32953125,Blood
CVCL_0379,Ku812,24771867,Alisertib,0.298915625,Blood
CVCL_0379,Ku812,135398738,Dacarbazine,0.37821875,Blood
CVCL_0379,Ku812,3062316,Dasatinib,0.0109625,Blood
CVCL_0379,Ku812,36314,Paclitaxel,0.104828125,Blood
CVCL_0379,Ku812,44137675,AZD6482,0.45978125,Blood
CVCL_0379,Ku812,6450551,Axitinib,0.181840625,Blood
CVCL_0379,Ku812,9926054,BMS-345541,0.3548125,Blood
CVCL_0428,MIA PaCa-2,11152667,AZD7762,0.1776,Pancreas
CVCL_0428,MIA PaCa-2,123631,Gefitinib,0.4231875,Pancreas
CVCL_0428,MIA PaCa-2,135398516,OSI-027,0.37846875,Pancreas
CVCL_0428,MIA PaCa-2,156422,Doramapimod,0.46121875,Pancreas
CVCL_0428,MIA PaCa-2,176870,Erlotinib,0.44125,Pancreas
CVCL_0428,MIA PaCa-2,216239,Sorafenib,0.40171875,Pancreas
CVCL_0428,MIA PaCa-2,24771867,Alisertib,0.36765625,Pancreas
CVCL_0428,MIA PaCa-2,24821094,Ibrutinib,0.4498125,Pancreas
CVCL_0428,MIA PaCa-2,135398738,Dacarbazine,0.47521875,Pancreas
CVCL_0428,MIA PaCa-2,3062316,Dasatinib,0.34234375,Pancreas
CVCL_0428,MIA PaCa-2,36314,Paclitaxel,0.210621875,Pancreas
CVCL_0428,MIA PaCa-2,44137675,AZD6482,0.37728125,Pancreas
CVCL_0428,MIA PaCa-2,6450551,Axitinib,0.38371875,Pancreas
CVCL_0428,MIA PaCa-2,9926054,BMS-345541,0.37321875,Pancreas
CVCL_0428,MIA PaCa-2,9933475,Cediranib,0.3534375,Pancreas
CVCL_0533,SK-UT-1,11152667,AZD7762,0.260875,Soft Tissue
CVCL_0533,SK-UT-1,123631,Gefitinib,0.4445625,Soft Tissue
CVCL_0533,SK-UT-1,135398516,OSI-027,0.39715625,Soft Tissue
CVCL_0533,SK-UT-1,156422,Doramapimod,0.4440625,Soft Tissue
CVCL_0533,SK-UT-1,176870,Erlotinib,0.478,Soft Tissue
CVCL_0533,SK-UT-1,216239,Sorafenib,0.37065625,Soft Tissue
CVCL_0533,SK-UT-1,24771867,Alisertib,0.39525,Soft Tissue
CVCL_0533,SK-UT-1,24821094,Ibrutinib,0.44565625,Soft Tissue
CVCL_0533,SK-UT-1,135398738,Dacarbazine,0.43253125,Soft Tissue
CVCL_0533,SK-UT-1,3062316,Dasatinib,0.37653125,Soft Tissue
CVCL_0533,SK-UT-1,36314,Paclitaxel,0.2512,Soft Tissue
CVCL_0533,SK-UT-1,44137675,AZD6482,0.41821875,Soft Tissue
CVCL_0533,SK-UT-1,6450551,Axitinib,0.3979375,Soft Tissue
CVCL_0533,SK-UT-1,9926054,BMS-345541,0.38521875,Soft Tissue
CVCL_0533,SK-UT-1,9933475,Cediranib,0.40428125,Soft Tissue
CVCL_0547,SW620,11152667,AZD7762,0.282809375,Colon
CVCL_0547,SW620,123631,Gefitinib,0.41559375,Colon
CVCL_0547,SW620,135398516,OSI-027,0.34621875,Colon
CVCL_0547,SW620,156422,Doramapimod,0.44871875,Colon
CVCL_0547,SW620,176870,Erlotinib,0.4228125,Colon
CVCL_0547,SW620,216239,Sorafenib,0.357875,Colon
CVCL_0547,SW620,24771867,Alisertib,0.345125,Colon
CVCL_0547,SW620,24821094,Ibrutinib,0.44075,Colon
CVCL_0547,SW620,135398738,Dacarbazine,0.40096875,Colon
CVCL_0547,SW620,3062316,Dasatinib,0.300228125,Colon
CVCL_0547,SW620,36314,Paclitaxel,,Colon
CVCL_0547,SW620,44137675,AZD6482,0.4273125,Colon
CVCL_0547,SW620,6450551,Axitinib,0.39459375,Colon
CVCL_0547,SW620,9926054,BMS-345541,0.41459375,Colon
CVCL_0599,SK-MEL-24,11152667,AZD7762,0.324875,Skin
CVCL_0599,SK-MEL-24,123631,Gefitinib,0.3590625,Skin
CVCL_0599,SK-MEL-24,135398516,OSI-027,0.3808125,Skin
CVCL_0599,SK-MEL-24,156422,Doramapimod,0.46375,Skin
CVCL_0599,SK-MEL-24,176870,Erlotinib,0.437375,Skin
CVCL_0599,SK-MEL-24,216239,Sorafenib,0.40528125,Skin
CVCL_0599,SK-MEL-24,24771867,Alisertib,0.43371875,Skin
CVCL_0599,SK-MEL-24,24821094,Ibrutinib,0.41828125,Skin
CVCL_0599,SK-MEL-24,135398738,Dacarbazine,0.45740625,Skin
CVCL_0599,SK-MEL-24,3062316,Dasatinib,0.2858125,Skin
CVCL_0599,SK-MEL-24,36314,Paclitaxel,0.33496875,Skin
CVCL_0599,SK-MEL-24,44137675,AZD6482,0.39965625,Skin
